product_name,brand,category,merchant,merchant_city,merchant_type,bundle,price_before_discount,price_after_discount,discount_percentage,unit_sold,product_rating
"skintific all day light sunscreen mist spf50 pa++++ 70 ml - perlindungan maksimal dari sinar uv dan tanda-tanda penuaan - facial, wajah berminyak ceramide perawatan bruntusan vitamin sunblock mencerahkan aging kosmetik muka",Skintific,Sunscreen,ANMA KSHOP_NEW,Kab. Sidoarjo,Reseller,No,97299.0,85623.0,12,4,5.0
skintific aqua light daily sunscreen spf 35 pa+++ 30 gr facial wajah berjerawat berminyak kusam sunblock kering mencerahkan hyaluronic acid perawatan extract untuk kulit dark,Skintific,Sunscreen,ANMA KSHOP_NEW,Kab. Sidoarjo,Reseller,No,109499.0,96359.0,12,15,5.0
[5pcs] skintific- full series skincare set | 5x ceramide serum moisturizer gel toner sunscreen cleanser mousse facial wash day night cream acner glowing barrier calm down brightening whitening spot retinol paket set,Skintific,Sunscreen,Skintific Official Store,Jakarta Timur,Official Store,Yes,778871.0,482900.0,38,40,4.8
skintific uv shield sunscreen all-in-1 series - spf50+ spf35 pa++++ skincare  | matte fit serum  / brighte fit / 5x ceramide serum / aqua light daily / light serum brightening | oil control cepat menyerap fast-absorbing melembapkan aqua sunblock,Skintific,Sunscreen,Skintific Official Store,Jakarta Timur,Official Store,No,302500.0,108900.0,64,25,4.7
skintific 6pcs paket-skincare set | serum moisturizer gel toner sunscreen cleansing mouss facial wash day night cream acner glowing barrie anti-aging exfoliating brightening whitening whitening with  niacinamide retinol amino acid,Skintific,Sunscreen,Skintific Official Store,Jakarta Timur,Official Store,Yes,510299.0,341900.0,33,8,5.0
skintific ceramide serum sunscreen 30ml - 437214,Skintific,Sunscreen,Dan Dan Indonesia,Kab. Tangerang,Retail,No,128900.0,122455.0,5,1,5.0
skintific series moisturizer serum toner sunscreen mask cleanser spot gel cleansing balm oil micellar water eye cream bpom,Skintific,Sunscreen,Skinplaza,Jakarta Barat,Reseller,No,149403.0,100100.0,33,1,5.0
[new] [kulit kusam] [video] skintific 2pcs cushion compact bright fit serum sunscreen | matte cushion + sunscreen | glow cushion + sunscreen | powder fundation + sunscreen,Skintific,Sunscreen,Skintificid,Jakarta Timur,Official Store,No,496078.0,253000.0,49,1,5.0
[isnamarantika glowing 2pcs exclusive]   skintific 2pcs skincare set | cleanser + sunscreen,Skintific,Sunscreen,Skintificid,Jakarta Timur,Official Store,Yes,400000.0,188000.0,53,6,5.0
skintific all day light sunscreen mist spf50 pa++++ - sunblock spray,Skintific,Sunscreen,Sakura Shop Surabaya,Surabaya,Reseller,No,169623.0,89900.0,47,100,5.0
